content,score,sentiment
Tahun ini ada sekitar 4 kali komplain.,1,negative
semoga amanah dan berkah,5,positive
"masih stay di bintang satu, alasannya pay leter saya tiba-tiba di blokir, padahal saya belum pernah menunggak cicilan, pembayaran selalu tepat waktu sebelum lewat batas tenggang.",1,negative
"Sayang sekali nggak ada price keterlambatan,nggak sperti si oren. Satu lagi hindari ekspedisi Jne dah itu aj",3,negative
harusnya toko pedia punya jasa pengiriman sendiri seperti lazada sama shofe saya setiap kali belanja di toko pedia yang bikin saya kecewa ada di kurir jasa pengiriman nya,1,negative
"Gak ada bagus-bugusnya ini apk, udah kaya makelar motor bekas, yang penting komisi doang.",1,negative
semenjak diperbaharui 8.8 aplikasi otomatis keluar terus!!!!! gak bisa masuk aplikasi!!!!! tolong perbaikan!!!!!!,3,negative
semakin baik,5,positive
"anehh, saya melakukan pembayaran melalui Indomaret,tapi sampai detik ini kok blom masuk,masih ada tulisan selesaikan pembayaran,pdahal saya sudah menyelesaikan pembayaran di Indomaret",1,negative
terbaik,5,positive
"tidak bisa melakukan live chat pada agent tokopedia care, selalu BOT yg jawab, ga habis2",1,negative
"mau beli obat amlodipine yg harus lampirkan resep tp gak bisa buat upload resep ini maksudnya gimana,,katanya 'ada gangguan dirumah toped tunggu sebentar biar toped bereskan, coba lagi atau kembali nanti' tp ditunggu sampe 2hari tetep gak ada perubahan padahal aplikasi sudah diperbarui dan semua izin aplikasi juga sudah dicentang...lama2 menyusahkan juga toped ini 👎👎👎👎",1,negative
"tarik dana dari saldo tokped ke rekening 10 hari ga masuk2, keterangan saldo berkurang",1,negative
tokped terlalu melindungi penjual yg menipu yg kirim barang tidak sesuai krn cara minta pengembalian lama dan ribet tidak kaya shoppe dan lazada,1,negative
pelayanan CS tokopedia sangat jelek dan slow respon,1,negative
Mantabz,5,positive
terima kasih Tokopedia..sampai jumpa lagi,5,positive
joz gandoz,5,positive
mantap,5,positive
"aplikasi kebanyakan kendala, kalau gak niat kasih promo gak usah di tampilkan di layar",1,negative
apk good job👍,5,positive
sekarang makin buruk ga bisa posting ulasan 👎🏻,1,negative
"pesen headset bluetooth sama alat gambar harganya 80rb bayarnya pake dana, tapi ga ada pemberitahuan diproses atau gimananya, transaksinya juga ga ada yang 80rb ini, tapi di dana berhasil dibayar, sedangkan pulpen yang harganya 19rb lagi dikirim, gimana ini Tokopedia??, transaksi cuman ada yang pulpen doang!!",1,negative
saya sering pakai aplikasi ini dan saya sering sudah beli lalu di batalkan,1,negative
sabar dulu gua baru pesen kalo rusak gua kasih bintang satu nih,3,negative
tokopedia web nya gak bisa di akses,1,negative
Semenjak sistem merger dengan tiktok bukan semakin baik dan berkembang malah semakin mengecewakan...,1,negative
thanks customer service udah bantu menyelesaikan masalahku karena ceroboh tf ke pendingan dana (dan bukannya di apk tokpednya). untung bisa balik uangnya huhu 😭🤧,5,positive
"Aplikasi belanja online yg perlahan akan kehilangan pelanggannya. Fiturnya sdh kalah jauh dibandingkan shopee yg lebih menarik dan informatif dgn adanya video dan live. .. Yang mengganggu cara kirimnya, masih berbayar tapi sangat lambat. Beda dgn shopee yg full free ongkir. .. Sebentar lagi akan seperti Bukalapak",2,negative
luar biasa,5,positive
toko nya banyak yg nipu pengembalian dana nya lama kapok mending di orannge klo belanja,1,negative
"cukup memgecewakan, nyari VGA Asrock Arc B570 pas ditanya kosong semua, masalahnya masih ada di daftar ada bukan yang habis dan ga cuman satu toko tapi 6 toko centang ungu dan aktif, ini gmn konsep nya apa dipendam, kalu iya setidak nya jgn dipajang lan hanya menjadi harapan kosong, padahal fitur di aplikasi nya sudah bagus terutama pencariannya yabg masih mending ketimbang sebelah, untuk masalah pemajangan catalog masih mending sebelah walau fitur filter pencariannya masih kurang",1,negative
"ORENS lebih murah Ongkir. min 30 dapat nyata ONGKIR GRATIS, barang dietalase juga tampak harganya MURAH SANGAT. ORENS best🙏🖐️",1,negative
Tokopedia skrg ngaco..liat aja admin nya skrg ga aktif kalo di klik .pilih metode pembayaran lain pun kalo di klik ga bisa. juga padahal sebelumnya bisa.contoh bayar pakai dana.,1,negative
murah hemat,5,positive
Apk kocakkk,1,negative
top,4,positive
saya sengaja ngasih bintang 5 supaya dibaca. . tolong di evaluasi untunk ekspedisi SI LAMBAT . . setidaknya bertanggung jawab kalo melakukan pekerjaan. . jangan asal2an. . jangan sampai merusak reputasi aplikasi dan penjual karena ekspedisi yg kurang profesional. . di daerah saya termasuk yg konsumtif belanja online. . banyak yg mengeluh kan dengan ekspedisi yg satu ini. .,5,positive
Acc dong gopaylater nya,5,positive
"makin kesini makin ancur, pelayanan makin amburadul, slow respon.",1,negative
"Pembatalan pesanan harus menunggu (max. 2 hari) ?.. Padahal baru cek out.. yang mana, pesanannya masih dalam status diproses (belum dikirim).. akibatnya, dana yang sudah terbayarkan menjadi tertahan dan tidak bisa segera digunakan..",3,negative
Ok,5,positive
Okee,5,positive
"sengaja pesen instan biar cepet dapet barang , gatau nya malah di batalkan sepihak oleh goojek , live chat gada solusi duit di balikin 14 hari kerja , kalo gitu ngpain pesen instan yang 3 jam kalo harus nunggu 14 hari .",1,negative
udah gila kali ekpedisi nya..barang mondar mandir aja..,1,negative
Deskripsi voucher/kupon diskon sengaja dibuat sulit untuk diakses dan tidak jelas deskripsinya,1,negative
mantap,5,positive
keren,5,positive
mntap,5,positive
bagus,5,positive
saya kena tipu di dalam toko Tokopedia ada oknum penipu dengan menjual barang namun Tokopedia kurang responsif cepat untuk bertindak padahal saya sudah memberi bukti yang kuat,1,negative
"banyak penjualan produk Loptop,kumputer,dll",5,positive
apk aneh masa gua udah bayar pakai dana nggak ada notifikasi barang masuk . mana udah rugi duit 500 lagi,1,negative
"teruntuk Tokopedia, akun saya tgl 6 Agustus 2025 telah di retas menyebabkan kerugian finansial serta akun di ambil alih oleh pihak lain, saya sangat kecewa dengan system' keamanan Tokopedia yang begitu mudahnya meloloskan penyusup !!, saya sudah hubungi bantuan Tokopedia care baik itu lewat email, media sosial dan lain lain, sampai saat ini belum ada kejelasan,",1,negative
bagus,5,positive
jempol,5,positive
bagus dan komplit. tapi pengiriman terlalu lama dan kurir Sukak kurang teliti.,3,negative
membantu,5,positive
sangat menolong,5,positive
bagus,5,positive
"kenapa servernya? lemot buat buka ""kesalahan server"" daripada terjadi hal kayak gini mending kasih pemeliharaan server tapi kita semua diberi tahu,, agar berjalan lancar",3,negative
the best,5,positive
mantap 👍,5,positive
Joss Gandos,5,positive
"Banyak penipu di aplikasi ini, Audah sering ketipu. beli barang tdak aesuai dengan deskripsi. waktu minta pengembalian dana dan barang katanya mau di ambil kurir. tapi ternyata tidak ada kurir yang datang. DAN AKHIRNYA PESANAN OTOMATIS DI BATALKAN KARENA KATANYA SAYA TIDAK MENGIRIM BARANGNYA KEMBALI. WOEEE TOKO PEDIA. INI GIMANA CERITANYA WOEEE !!!!",1,negative
terbaik,5,positive
bayar tepat waktu tapi gopaylater gak bisa digunakan terblokir terus.,1,negative
"Masa iya mau chekout malah balik terus Keberanda, males mau belanja malah balik ke beranda, padahal udah klik keranjang bolak balik,,",3,negative
"payah, respon admin care tidak profesional. barang tidak sampai tujuan pengajuan tukar barang tidak selesai padahal barang sudah diterima seller! uang ongkir hilang, barang pembelian tidak dapat. respon lemot dan LAMA!",1,negative
Kupon akal-akalan. harga barang 2.470.000 pakai kupon harga barangnya malah jadi 2.600.000 dong. setelah itu baru dipotong kupon jadi 2.480.000 😂 ketemunya ga jauh beda sama harga dari seller. kocak sih 🤣,1,negative
Tidak bisa melakukan top up streaming di sini setiap mau top up keterangan nya error dan disertai code tolong ini solusi nyaa bagimana ini,3,negative
"hampir 1 tahun ga pernah pakai tokped, pas coba2 mau pakai lagi malah tampilannya aneh. fitur live tracking juga ga bisa dipakai",3,negative
"sistem kok jadi kacau ya. saya gak bisa cari barang dengan.menyortir barang sesuai lokasi lapak dan harga, upload foto juga susah. tolong dikembalikan seperti dulu saja",1,negative
good,5,positive
hay tokbed kenapah susah menyelesey kan order yang uda tiba ngasih reting juga susah eror mulu kaya otak ane eror mikirin pinginnpuya isteri 3,5,positive
good,5,positive
good,5,positive
"Mantap sekali, selalu di kasih voucher barang",5,positive
good,5,positive
Promo 8.8 gratis ongkir benar tapi dari 5 orderan yg nyampai rumah cuma 1 yg 4 statusnya diproses terus dibatalkan juga tidak bisa tolong tuh teknisi Tokopedia di betulin aplikasinya jika ada kasus spt itu...,2,negative
pembayaran terlalu berbelit-belit.,1,negative
"aplikasi enak dipakai, ui/ux juga semakin ramah buat user. Tapi semakin hari semakin sering terjadi kendala pengiriman barang. Pilih sameday bisa datang 3 harian. Kalo reguler ekspedisi bisa 5-6 hari baru sampai. Saran dari saya juga status shipment tidak usah semua di berikan tapi kasih status yang penting2 aja.",2,negative
Prosesnya cepat,5,positive
"aplikasi olshop terpercaya,ga mau yg lain...pengiriman gratis kurir IDX JD mls belanja disini sudah 2x kurir...kurir umumnya ajalah...",5,positive
"transaksi kredit barang bayar 1bulan jumlah paling 180ribu bayar terlat 1 hari denda 50ribu, pemerasan ini",1,negative
baik,5,positive
tolong barang saya di antar untuk Kurir J&T an Rixn Hxxxyat. lewat estimasi ini . makin malas belanja di tokopedia,3,negative
sangat bagus dan elegan barangnya,5,positive
saya tertipu knpa toko penipuan bisa ada di marketplace giliran pengajuan harus ada persetujuan penjual,1,negative
Amazing,5,positive
kenapa tokopedia saya tidak bisa payleter,5,positive
semakin parah bin kupret bget,1,negative
"banyak toko penipu hati"" kalau belanja jika harga diskon tidak masuk akal jangan di beli",5,positive
sangat puas,5,positive
mantap,5,positive
refund nya lama playanan cs nya juga susah parah nyesel saya keceWA PERTAMA KALI PAKAI TOKOPEDIA,1,negative
cocok,5,positive
"diskon tipu2, diskon jebakan batman",1,negative
"kasus sama kaya mas ari untung, big no deh. rugi dan nyesek, barangnya tidak sesuai dan jompalng gak sebanding nilanya. gile gilee. tokped cs robot lemot pula, ya udah konsumen yang dirugikan, udah ihtiar retur. tapi balik lagi balik lagi brngnya. cape, rugi uang rugi waktu. karena ya sellernya aja penipu. akhirnya uang ilang gitu aja, tanpa ada kejelasan uang kembali.",1,negative
pake Tokopedia sangat simple dan cepat respon nya baik,5,positive
"sulit mengatur alamat secara akurat , gpsnya kadang loncat .",1,negative
"Gk mutu,, kasi kupon cashback di klik klaim ttp gk bisa, pdhl masih 98%,,tau"" kuota anda habis.. parah.. Niat mo kasih tidak sbnr e.,skrg paket datang SDH melebihi estimasi ajukan komplain hrs nunggu tgl & waktu yg ditentukan,itupun solusi tidak memuaskan",1,negative
"Mohon perbaiki, tombol top up e-money tidak berfungsi.",2,negative
Saya sagat sangat suka,5,positive
Barang sesuai pesanan. Proses pengiriman tepat waktu,5,positive
ribet ga bisa beli liquidi,2,negative
Kata nya ada trasaksi tanggal 9 di cek di transaksi gak ada mohon bantuanya,1,negative
tidak bisa di kaitkan di akun dana,2,negative
seru banget,5,positive
bagus,5,positive
bagus pelayanan bagus,5,positive
"dulu sebelum di update,selalu gampang buat jualan di toped,skrg setelah di update malah susah & ribet bgt buat upload foto nya,tolong dong adminnya buat ubah sistemnya biar gampang lg seperti dlu.",1,negative
"jadi sarang penyamun.. harus berbenah tokopedia jadi rawan penipuan, stop dulu ke tokped, hati-hati yang lain",1,negative
Tokopedia harga murah dan barang bukan kaleng kaleng,5,positive
bagus dan aman,5,positive
"Aplikasi bagus saingannya si Oren, tapi untuk Penjual tolong diperbanyak",5,positive
tolong kembalikan search enginenya seperti semula. barang pencarian yang muncul tidak relevan dengan apa yang dicari,1,negative
Ongkir makin mahal. Barang makin tidak lengkap. Proses komplain ribet dan lama. Barang yang dijual penjual mendekati ED. Biaya langganan plus nya pun makin mahal. Tokopedia tidak seperti dulu lagi.,1,negative
amanah terus,5,positive
"pengiriman lewat ID expers meleset 3 hari dari estimasi di toko pedia sangat mengecewakan,cukup 1 x ini saja, baru pertama beli sudah dikecewakan berat",1,negative
tolong ini peringatan keras hati2 banyak penolong ala.at imel do hp jadi yg sy kasi no rekening di aplikasi alasannya say jangan sampai ke org yg bajak akun saya nama saya,5,positive
Ongkir nya kemahalan kalah sama shopee,1,negative
"1.bantuannya jelek (masih nyambung sama shoope) 2.produk disini lebih mahal, saya sering membandingkannya dengan shoope 3.gratis ongkirnya jarang ( kalau di shoope biasanya habis belanja kemudian kita beli barang baru biasanya dapat ongkir.",2,negative
mantap,5,positive
platform belanja online murah dan terjamin,5,positive
bonus gedein trus biar pda betah,5,positive
"Aplikasi gak jelas sering error, vocer gak bisa dibuka. Keluar sendiri.",1,negative
ga bisa lihat review/testimoni2 keseluruhan di akun orangnya ya sekarang?? Sayang sekali padahal kita bisa dpt rekomendasi lebih luas dari sana & padahal itu kelebihan yg membedakan dari platform sebelah.,4,positive
mantab jiwa....,5,positive
walaupun harga ongkir mahal tapi mayan lah digunakan,4,positive
sangat membantu,5,positive
"barusan gw baca cerita arie untung ketipu 2 x di tokped saat beli sepatu , begitu dia menghubungi pihak tokped ternyata tidak ada tindak lanjut tolong pihak tokped kalian harus nya bisa memfilter demi melindungi konsumen jgn vuma cari keuntungan doang .. tpi gw juga udah pindah belanja nya di toko sebelah hahaa bnyak potongan harga mantul",1,negative
ni tokped kenapa lagi si ko selalu ada gangguan.....emang server nye knpe lagi atau lemot ....,3,negative
ok mantap,5,positive
"jangan beli di Tokopedia ini, respon komplen lama, CS nya mkan gaji buta kyknya",1,negative
kadang loading metode pembayaran,3,negative
baru buka apk langsung di suru up date nga jelas I have up date malah di di suru up date lagi dan lagi jadi mlas juga,1,negative
lebih mudah dan lebih murah,4,positive
sangat memuaskan,5,positive
"Makin hari makin buruk pelayanan pengiriman, pelayanan buruk",1,negative
APLIKASI PALING GA BERMUTU .. GA BISA SAMBUNGIN KE TIKTOKS HOP DAN BANYAK BERMASALAH . APP SAMPAH,1,negative
"udah coba semua jasa pengiriman pasti aja telat dateng tu paket,pengiriman sering kaga jelas pokoknya",1,negative
Ongkirnya mahal....,1,negative
nice,5,positive
"Sayang fitur tokopedia plus hanya di pulau jawa, beda dengan shopee vip sudah mengkover seluruh indonesia, walau berbayar tapi banyak discount, bonus dan gratis ongkirnya.",4,positive
"Mengecewakan, gratis ongkis make jne yang lama banget dan asal patok lokasi",1,negative
👍,5,positive
"4x beli barang berturut turut rusak atau kurang komplain dananya ga di respon cepat sama penjual , hubungi cs berkali kali solusinya copy paste sampe detik ini dana 700 ribu tertahan di Tokopedia hati hati sama penjual indolegend atau ace computer jual barang rusak terus di komplain diterima tapi ga mau pencet selesai sengaja , bahkan adminnya punya bahasa yang menyinggung Tokopedia skrg ga seperti dulu kapok belanja pake Tokopedia lagi",1,negative
"pengiriman barangnya sekarang lama, dulu bintang 5 sekarang bintang 1 aja",1,negative
"baguzz,",5,positive
Sejak gabung tiktok sekarang jarang ada diskon lagi,3,negative
dapat dipercaya ....,5,positive
kecewa lemot beli barang di Hugo houseware dr tgl 2- 10 Agustus TDK sampe. pembatalan Tokopedia dan toko saling lempar g jelas,1,negative
ribet susah terhubung ke customer service manusia,1,negative
trima kasih,5,positive
good,5,positive
is the bes,5,positive
Tokped Slaluuu,5,positive
Good Tokopedia 8.8 PLUS Festival 🤘,5,positive
