content,score,sentiment
"Aplikasi nya terasa berat.. Begitu ingin melihat status kiriman. Tiba tiba selalu muncul tulisan "" HALAMAN TIDAK TERSEDIA"" klo begini bagaimana saya mau liat kiriman sampai mana ???????",1,negative
terbaik lah pokoknya,5,positive
"Aplikasi Terpercaya, Mantab",5,positive
mantap....,5,positive
butuh apa aja tersedia,5,positive
"shopee emang yang terbaik, dia memberikan barang yang berkualitas",5,positive
I LIKE SHOPEE ...membantu dan mempermudah saya mendapatkan apa yg saya mau..LOVE SHOPEE FOREVER.,5,positive
moga nggak dipersulit pengembalian dana nya dari penjual yang nggak amanah,5,positive
ok,5,positive
super bagus dn mudah,5,positive
"Terbaik dan sangat membantu, Cuman Jauh Dsn pak Mayam Mengambil barangnya, kalau bisa Dari Simpang Moncong Putih Yg lebih Dekat.",5,positive
"kenapa gx pernah di setujui pengajuan Spinjam di akun shope saya, ? sangat kecewa",5,positive
puas belanja di shopew,5,positive
"shopee pinjamku aktifin lagi dong shopee , saya bertanggung jawab ko 😁🙏🏼",5,positive
sangat Membantu,5,positive
sangat bagus,5,positive
mantab,5,positive
"belum punya pengalaman berbelanja di Shopee, tetapi harapan saya semoga semua seler berjualan di Shopee ini jujur dan amanah...",5,positive
menyukai shopee indonesia,5,positive
senang berbelanja dishopee,5,positive
bagus banget,5,positive
beri aku harga murah dong kk,5,positive
"baguss, berguna untuk beli barang' yg susah di dapat",5,positive
"Murah, cepat pengirimannya, ramah delivernya",5,positive
apaan pinter banget lo garansi tepat waktu di geser geser seenaknya mana bales pake ai gajelas lo mending gw beli di apk sebelah mana cs pake ai jawaban cuma bisa formal formal aja enak banget lo ya,1,negative
"Makin kesini makin kacaw pengirimannya sudah ada 9 hari paket belum sampai juga padahal keterangan nya sudah mau di antar ke alamat tujuan, nyatanya sampai sekarang blum juga sampai sudah saya tanyakan ke pihak logistik pun tidak ada respon terkait pengiriman ini pengiriman pling buruk yang prnah saya alami selama pakai shoppe.",2,negative
"sangat mudah dan praktis belanja, gak diragukan lagi",5,positive
selalu puas belanja di shopee,5,positive
sangat bagus sekali aplikasi ini gesss,5,positive
mohon toko ny d seleksi agar lebih terpercaya kualitas nya dan mutu terjaga🙏🙏,4,positive
Harus Bersihkan Dari seller seller Penipuan,4,positive
"sekarang voucher gratis ongkir untuk reguler minimal 50k Sedangkan saya hanya akan 20k saja sekarang kalau mau gratis ongkir harus pakai hemat kargo, sedangkan gak semua toko ada hemat kargo terutama toko ikan parah banget sekarang",1,negative
"iklan shopee kek anjg,gua mau nonton anime aja harus ada iklan,buka app bestation iklan,game offline idupin data,iklannya keluarnya shope anjg",5,positive
bagus,5,positive
sangat baik,5,positive
sangat nyaman melalui akun ini. setiap pesanan cepat sampainya dan sesuai dengan keinginan,5,positive
terbaik dan sangat suka,5,positive
shopee emang mantappp,5,positive
"praktis,",5,positive
hp saya j2prame saat apk shoope mau di buka mlh justru tdk bisa di buka...macet.. .saya coba di pengaturan hp.. tetap gk bisa ... tp kl apk lain lancar dan bisa,3,negative
tolong lah saat pertama buka gk usah shopee video mana suaranya sering nyangkut jdi ganggu,1,negative
game di shopee susah banget mau menang 😡😡😡,1,negative
diskon ongkirx mantap,5,positive
paling buruk status pesanan gak ada update nya,1,negative
"sangat bermanfaat aplikasinya, cuman sering ngefreeze kalo pas lagi scroll barang",5,positive
beres,5,positive
oke,5,positive
karena aku suka shopiee karena bisa belanja hemat dan lebih murah,5,positive
Joss..mantab,5,positive
"mantap bisa macem-macem buat beli alat-alat musik,motor,mobil, sepeda juga bisa pinjem Uang $$$yg penting",5,positive
sangat terbantu dalam temukan pilihan.,5,positive
yes okey,5,positive
Oke,5,positive
oke siii! daenggggg!,5,positive
good,5,positive
ok,5,positive
saya suka dengan aplikasi shopee banyak diskonnya,5,positive
bagusss,5,positive
bagus pelayanan nya dan sangat memuaskan pelanggan trimakasih aplikasi Shopee,5,positive
"customer merasa nyaman dan terlindungi dalam bertransaksi, moga shopee terus makin baik san baik terus .. 😊👍🙏",5,positive
ok,5,positive
kenapa Shopi saya tidak bisa bayar di tempat??,5,positive
sangat bagus dan terpercaya deh aplikasinya,5,positive
bagus,3,negative
ok,5,positive
i love Shopee,5,positive
saya kasi 2. pengiriman nya lambat.,2,negative
lebih hemat belanja di shope,5,positive
"apa yg kita mau, ada di Sophie. walau pun masih ada penjual yg nakal",5,positive
"Memudahkan untuk berbelanja. Banyak fiturnya juga.. cicil emas, Reksadana, asuransi juga ada di satu aplikasi ini..",5,positive
kacau ogah lagi saya beli di aplikasi ini masak paket saya sudah di kota saya malah kurir alesan saya tidak dirumah saya tidak bisa di hubungi lah kacau pokok.nya malah di Bawak pulang paket saya Ama kurir parah Sampek 2 hari paket dah seminggu banyangkan dari bintang 5 turun dah saya dah kecewa kog ada ekspresi kayak gitu di pakek Ama shopee buat kecewa aja,2,negative
Asik berbelanja di shopee ! bisa meringankan beban ekonomi kaum lemah,5,positive
"sangat menyenangkan belanja di shopee banyak manfaatnya mudah, praktis dan murah Trimakasih",5,positive
mantab,5,positive
Alhamdulillah sekarang bisa belanja di shopee lgi,5,positive
bagus,5,positive
setiap pembelian tidak pernah mengecewakan dan selalu memuaskan pembeli atau pelanggan dengan berbagai voucer.. gratis ongkir dan potongan harga yg sangat spektakuler.. aku suka banget dengan adanya shopee pembelian paket secara online,5,positive
keren aok nya,5,positive
sanggat cepat cod nya,5,positive
sangat bagus sekali,5,positive
iklan nya ga seru ga bisa keluar jangan download!,1,negative
Sumpah ongkirnya murang apalagi ada diskon ambyar,5,positive
bagus,5,positive
barang memang asli dan bagus bagus dan murah,5,positive
puas berbelanja dshope,5,positive
"bagus harganya aman, hanya pernah beli barang tf dulu dan barangnya ga dikirim....duitnya pun hangus ga kembali udah pengajuan",5,positive
mantap dan luar biasa,5,positive
Selalu puas dengan pelayanan dari shopee,5,positive
sangat bagus shopee Indonesia berang sesuai sama di foto baguss pokok nyaaa,5,positive
sangat membantu dalam jual beli,5,positive
sangat membantu kebutuhan saya. terimakasih,5,positive
perfect,4,positive
"iklan ini sangat mengganggu sekali muncul terus menerus di hape saya ., aplikasinya sopee sangat membatu",1,negative
aplikasi online shop yang satset banget,5,positive
ketipu sama shopee deals...harga makanan 20.000...ehhh shopee pay kepotong 47.000...marketing paling jago nipu dishopee....parah....,1,negative
Good,5,positive
amanah,5,positive
"enak belanja d shopee murah meriah,,hanya sja sekarang q gk bisa cod..jd agak mls",4,positive
Shope baguuus,5,positive
bgus bnget,5,positive
kerennn,5,positive
aplikasi bagus untuk beli barang online dan harganya murah murah,5,positive
bagus,5,positive
"shopee sangat di butuhkan bagi saya juga saya sangat terimakasih ,sukses",5,positive
sangat bagus tapi kasi diskon,4,positive
top debest banget belanja di shpee,5,positive
sangat terpecaya,5,positive
good job,5,positive
sangat membantu,5,positive
suka banget sama shoope ini cepat dan praktis,5,positive
tempat belanja online TERBAIK,5,positive
top,5,positive
terimakasih shoppe,5,positive
mantap,5,positive
the best sale,5,positive
nice,5,positive
mudah dan cepat,5,positive
shopefood deal gak di jelaskan ada biaya layanan lagi!,1,negative
selalu menjadi andalan. privasi konsumen tetap harus di hormati dan dijaga kerahasiaannya,5,positive
sangat puas belanja di shopee.berbeda dari apk lain.segala kebutuhan mudah di dapat di shopee,5,positive
nyaman belanja di shopee,5,positive
baguussss,5,positive
ok,5,positive
puas belanja di shopee,5,positive
maknyus,5,positive
tolong kembalikan pijaman saya ka saya kasih bintang 5 🤩,5,positive
Sangatttt membantu,5,positive
"APK ini sangat membantu saya dalam memenuhi kebutuhan, memudahkan saya saat berbelanja, semoga Shopee makin labih baik kedepannya, juga sering beri diskon 😂😂",5,positive
baik,5,positive
Bintang 5,5,positive
shopee paling terbaik dibelanja online yg lain,5,positive
sangat bagus,5,positive
Bagus karna saya mau cari apa pun ada harga nya murah dan segala kebutuhan yang saya perlukan ada pokok nya shoope itu bagus banget,5,positive
"bagus, banget dah",5,positive
aplikasi nya bagus,5,positive
bagus,5,positive
"lemot, fitur video gak guna, nongol terus",1,negative
Puas belanja disini krna banyak promo dan ongkirnya gratis tis..,5,positive
baik,1,negative
sangat membatu semua serbah ada,5,positive
mantap dan sangat puas belanja di shoppi udah murah ..barang nya juga sangat bagus..pokok nya sangat puas lho...,5,positive
apk yang sangat membantu bagi yang masih ragu belanja di shopee segera download apk nya dan buktikan kepuasan tersendiri untuk belanja,5,positive
mantap,5,positive
⭐⭐⭐⭐⭐,5,positive
bagus,5,positive
hallo shoppe mohon untuk tindak lanjuti untuk pemilihan kurir pada spx express saya pesan paket bahkan lokasi sama2 Jakbar itu pengiriman lebih dari seminggu sangat lambat dan dlm 3 hari kurir terus mengajukan pengiriman ulang tanpa mengubungi pembeli atau sekedar antar lokasi titik tetap sama dan tidak bergerak sama sekali tolong dong jangan asal pilih kurir dan pihak spx sangat lambat dalam pengiriman saya suka belanja di sini tapi pengiriman sangat lambat,4,positive
bagus,5,positive
nice,5,positive
ok banget pake Shopee,5,positive
Alhamdulillah setiap barang yg di pesan sesuai dengan gambarnya,5,positive
saya sangat senang dengan produk shopee dan pelayanan sangat bagus,5,positive
suka sekali aplikasi ini sangat membantu,5,positive
sangat membantu dalam hal bisnis trimakasih shoppe,5,positive
Sejauh ini baik baik saja belanja di Aplikasi Shopee ini tidak ada kendala dan menyediakan barang yang terupdate senang puas aja,5,positive
jos kotop,5,positive
bagus pelayanannya,5,positive
"min tolong tambahkan fitur pilihan setuju/batal ketika memencet pesanan selesai, karena gua mau return paket ga sengaja kepencet pesanan selesai langsung otomatis ke konfirm anjirlah",3,negative
shoppe mantap,5,positive
bagus,5,positive
Update terus bukannya bagus aplikasinya malah ga bisa di klik😏,3,negative
mantappp,5,positive
"saya kasih 3 dulu kalau jasa kurirnya, atau jasa kirim nya bagus, gak mengecewakan baru saya kasih 5",3,negative
"sangat membantu ,,dgn aplikasi ini udah g capek2 keliling pasar lagi",5,positive
baru jualan di shopee... paket saya kirim ke buyer. buyer mangajukan pengembalian. barang ditangan buyer. uang penghasilan kembali ke buyer. saya sebagai seller rugi minyak telon 3 pack. sedangkan buyer untung minyak telon + dana dikembalikan oleh shopee kecewa berat sama shopee. parah parah. buat para seller hati2.,1,negative
ongkir nya gratis saya suka shoppe,5,positive
sangat membantu,5,positive
aplikasi shopee ini sangat bagus karena. bisa mempermudah kita jika ingin belanja namun malas keluar rumah dan gratis ongkir lagi pokoknya bagus banget,5,positive
suka belanja di shopee.. terpercaya dan pengembalian dana yang mudah apabila barang tidak sesuai diskripsi..,5,positive
sangat buruk untuk jasa pengiriman shopee spx. pesanan datang tidak sesuai estimasi. dan bahkan sampai lebih 4 hari. aku udah sabar dan memberikan toleransi jika ada keterlambatan 1 hari.. tapi ini malah lebih dari 1 hari.... bahkan sampai ditunda sampai 3 hari..,1,negative
"Shopee tdk melindungi pembeli dan komplain pengembalian barang dan dana dan sekarang pengembalian barang dikenakan biaya alasan kuota habis, biaya pengbalian lebih mahal dr biaya pembelian, helloo kalau penjual krm brg palsu atau jelek, 2x rugi dong pembeli.... parah banget nih Shopee",1,negative
ok banget terima kasih,5,positive
sngt puas,5,positive
barang nya belum sampai tapi sudah di kembalikan mana datangnya lama lagi,1,negative
baik,5,positive
Nice....toppp ga ngecewain,5,positive
ngga bisa cod karna alasan yang ga jelas,1,negative
shopi sekarang udh ada kemajuan. dulu banyak yg suka tipu.makanya aku lari k tiktok.,5,positive
"saya terkena kasus penipuan atas oknum yang tidak bertanggung jawab, mereka menggunakan spinjam atas akun pribadi saya dan data pribadi saya sendiri. tapi pihak shopee tidak bisa mengatasi kasus ini, malah tagihan dijatuhkan ke saya agar saya membayar tagihan tersebut yang dimana kasus ini bisa menjadi kasus besar. apa yang melakukan penipuannya adalah orang kantor Shopee juga yang menyalahgunakan data pribadi saya? sangat buruk, tagihan dijatuhkan ke saya padahal saya tidak ada pinjam.",1,negative
bagu barang di shopeee,5,positive
"balanja apa aja jadi mudah, banyak diskon dan gratis ongkir terimakasih banyak SHOPEE",5,positive
bagus,5,positive
mantap lah 👍,5,positive
barangny bgus2 dan berkualitas,5,positive
"Aplikasi sangat membantu dalam belanja online mudah digunakan, transaksinya pun aman dan pengiriman cepat cocok untuk semua kebutuhan, shopee sih jadi app belanja favorit.",5,positive
Alhamdulillah sangatlah membantu mempermudah dalam transaksi jual beli,5,positive
Shopee sangat rekomended untuk memudahkan masyarakat dalam hal belanja,5,positive
apk yg bagus,5,positive
apk belanja online sangat bagus...,5,positive
"woww. shopee nya bagus,nyaman gratis ongkir pokoknya keren",5,positive
mantep,5,positive
ok lah .mantap,5,positive
"Ekspedisi Spx gak ada bagus bagusnya, pesanan saya tiba tiba di batalkan sepihak sama kurirnya dengan alasan nomer tidak aktif. 👎",1,negative
sangat memuaskan belanja di shopee.. amanah.. dan dapat dipercaya,5,positive
oo z kwowo,1,negative
sangt memuaskan,4,positive
"sangat baik , bagus",5,positive
"simple no ribet,,,,",4,positive
oké oké,5,positive
aplikasi gak jelas barang sering hilang pengiriman selalu lambat padahal reguler bukan paket hemat 😡,1,negative
tikarnya bagus banget... yang saya tidak suka sama orang yg nganter kurir saya mau transfer malah dia bilang 1 menit gk boleh lewat pada hal saya lagi gendong anak lain kali Shopee jngan pake orang seperti itu kurang baik jdi saya kasih bintang 3 aja y,3,negative
APLIKASI PENIPU NO HILANG GANTI NO SALDO NGAK MASUK ALASAN SDH DIA AJUAKAN PERUBAHAN NO DI TOLAK KARENA LUPA USERNAME PADAHAL SDH VERIFIKASI KTP DAN WAJAH 🤬🤬🤬🤬🤬,1,negative
muraah bebas ongkir lagi,5,positive
barang rusak tidak bisa di pake,1,negative
shopee emang mantap barang nya pada murah2 hanya pengiriman nya yg buruk super jelek..lemot bin banyak molor,5,positive
bagus,5,positive
"kurirnya ngantar paket ,nga sesuai estimasi waktu di shopee",1,negative
"ok,mantab",5,positive
mempermudah keperluan,4,positive
Pengiriman SPX lambat sekali.sampai melewati estimasi.pengiriman sampai malam.,1,negative
mantap belanja jadi mudah,5,positive
aplikasi sy uda lama pake baru ini klaim coin live ga bisa di klaim uda di chat ke pihak shoppey lama tanggapan n tiba2 laporan di tutup.sy belanja byk di shoppey ampe ke shoppey food.solusi dr cs ga ada n ga sesuai uda brp hr ga bisa ampe skrg apa kah slama nya ga bisa claim coin shoppey live.minta pihak shoppey di tingkatkan kl kaya gini kecewa n sedih jg aku.pengiriman jg lama lwt etimasi lg,2,negative
bagus,5,positive
mbuh,1,negative
bagus mantap. sesuai permintaan.pengiriman pun cepat.,5,positive
mantap,5,positive
bgus,1,negative
"banyak seller penipu di shopee, hati-hati kalau belanja disini",1,negative
semoga coin shopee tambah gede,4,positive
pokok ny mantap,5,positive
marketplace yg paling recomen bnget👍👍,5,positive
bagus,5,positive
bgus,5,positive
"pelayanan cepet respon, mantul pertahankan",5,positive
selalu amanah dan baik pelayanan pelanggannya.. kurir juga oke.... sukses selalu,5,positive
udah lama pake shopee ternyata barang nya bagus bagus dan murah murah💓,5,positive
spx ilangin aja dari metode pengiriman,1,negative
sangat membatu dalam segala hal and sukses selalu,5,positive
Min knapa akun saya hilang...,5,positive
"Saya lupa password akun, saat recovery malah dimintain password lagi. Padahal kan saya lupa.",1,negative
Jos,5,positive
sekarang jadi gratis ongkir jdi makin sering belanja di shophee,5,positive
sangat bagus,5,positive
shopee memanng sangat bagus,5,positive
Kualitas nya kurang sejalan dgn Pelanggan .,3,negative
boleh tolong di kasih sandi atau pin ketika cekout. Karena terkadang anak-anak sering melihat shopee dan memesan barang yg tidak perlu. dan orangtua kaget barang tiba-tiba datang.,3,negative
